taxon	date	lineage	rename	country	conflict	ambiguity_score	scorpio_call	scorpio_support	scorpio_conflict	scorpio_notes	version	pangolin_version	scorpio_version	constellation_version	is_designated	qc_status	qc_notes	note
hCoV-19|Mozambique|INS-LSPT0200|2023|EPI_ISL_17510589|2023-02-10	2023-02-10	BA.5.11	Omicron-BA.5	Other	0		Omicron (Unassigned)	0,82	0,06	scorpio call: Alt alleles 27; Ref alleles 2; Amb alleles 4; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.06	Usher placements: BA.5.11(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|Mozambique|INS-LSPT0208|2023|EPI_ISL_17510590|2023-02-15	2023-02-15	XBB.2	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.04	Usher placements: XBB.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.2
hCoV-19|Mozambique|INS-PCS0030894|2023|EPI_ISL_17510599|2023-02-07	2023-02-07	XBB.3	Recombinant	Other	0		Omicron (BA.2-like)	0,92	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 2; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: XBB.3(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.3
hCoV-19|Mozambique|INS-PCS0030911|2023|EPI_ISL_17510600|2023-02-15	2023-02-15	XBB.2	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: XBB.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.2
hCoV-19|Bulgaria|23BG-EU_022936_Pl212|2023|EPI_ISL_17511212|2023-01-11	2023-01-11	BF.7	Others	Other	0,666666667		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BF.7(1/3) BF.7.20(1/3) BF.7.24(1/3)
hCoV-19|Bulgaria|23BG-EU_023025_Pl213|2023|EPI_ISL_17511651|2023-02-12	2023-02-12	BN.1.3	Others	Other	0		Omicron (BA.2-like)	0,97	0,02	scorpio call: Alt alleles 62; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BN.1.3(1/1)
hCoV-19|Bulgaria|23BG-EU_023076_Pl213|2023|EPI_ISL_17511697|2023-03-11	2023-03-11	BN.1.2	Others	Other	0		Omicron (BA.2-like)	0,95	0,03	scorpio call: Alt alleles 61; Ref alleles 2; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BN.1.2(1/1)
hCoV-19|Italy|VEN-AOUIVR-7306566701_VR|2023|EPI_ISL_17512003|2023-03-25	2023-03-25	XBB.1.9.1	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.9.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.9.1
hCoV-19|Norway|2661|2023|EPI_ISL_17512936|2023-02-12	2023-02-12	CH.1.1	Others	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: CH.1.1(1/1)
hCoV-19|Guadeloupe|IPP10473|2023|EPI_ISL_17514693|2023-03-20	2023-03-20	FE.1	Others	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: FE.1(1/1); scorpio lineage BA.2 conflicts with inference lineage FE.1
hCoV-19|Brazil|SP-IB_CEVC_2206279|2023|EPI_ISL_17514920|2023-02-27	2023-02-27	XBB.1.18.1	Recombinant	Other	0		Omicron (BA.2-like)	0,83	0,03	scorpio call: Alt alleles 53; Ref alleles 2; Amb alleles 7; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.18.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.18.1
hCoV-19|Brazil|MG-FUNED-311465577|2023|EPI_ISL_17515161|2023-02-04	2023-02-04	EY.1	Others	Other	0		Omicron (Unassigned)	0,82	0,06	scorpio call: Alt alleles 27; Ref alleles 2; Amb alleles 3; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.09	Usher placements: EY.1(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|Netherlands|NH-RIVM-129335|2023|EPI_ISL_17515749|2023-04-09	2023-04-09	XBB.1.5.37	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.5.37(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5.37
hCoV-19|Canada|NL-PHML-615481|2023|EPI_ISL_17516678|2023-03-31	2023-03-31	XBB.1.5	Recombinant	Other	0,333333333		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: XBB.1.22(1/3) XBB.1.5(2/3); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Heilongjiang|HLJCDC-0814|2023|EPI_ISL_17516800|2023-04-04	2023-04-04	BF.7.14	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BF.7.14(1/1)
hCoV-19|Argentina|118281-181|2023|EPI_ISL_17517799|2023-03-21	2023-03-21	XBB.1.5	Recombinant	Other	0,25		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.22(1/4) XBB.1.5(3/4); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Argentina|118442-5|2023|EPI_ISL_17517800|2023-02-13	2023-02-13	BQ.1.1.23	Others	Other	0		Omicron (BA.5-like)	0,92	0,02	scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 4; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.04	Usher placements: BQ.1.1.23(1/1)
hCoV-19|Argentina|17645-69|2023|EPI_ISL_17517801|2023-03-09	2023-03-09	XBB.1.5	Recombinant	Other	0,333333333		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: XBB.1.22(1/3) XBB.1.5(2/3); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Argentina|19445-60|2023|EPI_ISL_17517802|2023-03-27	2023-03-27	EG.1	Others	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: EG.1(1/1); scorpio lineage BA.2 conflicts with inference lineage EG.1
hCoV-19|Argentina|21945-183|2023|EPI_ISL_17517803|2023-02-07	2023-02-07	EF.1.1	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: EF.1.1(1/1)
hCoV-19|Argentina|22109-183|2023|EPI_ISL_17517804|2023-02-16	2023-02-16	BQ.1.1.15	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1.15(1/1)
hCoV-19|Argentina|22110-183|2023|EPI_ISL_17517805|2023-02-02	2023-02-02	BQ.1.1.60	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1.60(1/1)
hCoV-19|Argentina|52405-10|2023|EPI_ISL_17517806|2023-02-02	2023-02-02	XBB.1	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1
hCoV-19|Argentina|5425-13|2023|EPI_ISL_17517807|2023-03-23	2023-03-23	BQ.1.1.4	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1.4(1/1)
hCoV-19|Argentina|55752-181|2023|EPI_ISL_17517808|2023-02-02	2023-02-02	XBB.3	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.3(2/2); scorpio lineage BA.2 conflicts with inference lineage XBB.3
hCoV-19|Argentina|6278-141|2023|EPI_ISL_17517809|2023-03-22	2023-03-22	XBB.1.5	Recombinant	Other	0,666666667		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.22(1/3) XBB.1.5(1/3) XBB.1.5.6(1/3); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Argentina|6618-247|2023|EPI_ISL_17517810|2023-02-24	2023-02-24	XBB.1.5	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: XBB.1.5(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Argentina|6937-247|2023|EPI_ISL_17517811|2023-03-03	2023-03-03	XBB.1.5	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.5(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Argentina|94370-16|2023|EPI_ISL_17517812|2023-03-04	2023-03-04	BA.5.1	Omicron-BA.5	Other	0,333333333		Omicron (BA.5-like)	0,97	0,03	scorpio call: Alt alleles 59; Ref alleles 2; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.1(2/3) BA.5.1.28(1/3)
hCoV-19|Brazil|BA-LACEN-BA3697-292954586|2023|EPI_ISL_17517847|2023-03-27	2023-03-27	FE.1	Others	Other	0		Omicron (BA.2-like)	0,91	0,02	scorpio call: Alt alleles 58; Ref alleles 1; Amb alleles 3; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: FE.1(1/1); scorpio lineage BA.2 conflicts with inference lineage FE.1
hCoV-19|USA|NC-UNC-9360|2023|EPI_ISL_17521402|2023-03-31	2023-03-31	XBB.1.5	Recombinant	Other	0,5		Omicron (BA.2-like)	0,92	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 2; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.06	Usher placements: XBB.1.22(1/4) XBB.1.5(2/4) XBB.1.5.18(1/4); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|France|OCC-HCL723000515601|2023|EPI_ISL_17524726|2023-04-03	2023-04-03	XBB.1.5	Recombinant	Other	0,5		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.22(1/2) XBB.1.5(1/2); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Ecuador|USFQ-4812|2023|EPI_ISL_17525322|2023-03-03	2023-03-03	XBB.2.6	Recombinant	Other	0		Omicron (BA.2-like)	0,84	0	scorpio call: Alt alleles 54; Ref alleles 0; Amb alleles 8; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: XBB.2.6(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.2.6
hCoV-19|Ecuador|USFQ-4813|2023|EPI_ISL_17525323|2023-03-09	2023-03-09	XBB.1.5	Recombinant	Other	0,666666667		Omicron (BA.2-like)	0,84	0	scorpio call: Alt alleles 54; Ref alleles 0; Amb alleles 8; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: XBB.1.22(1/3) XBB.1.5(1/3) XBB.1.5.20(1/3); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Ecuador|USFQ-4830|2023|EPI_ISL_17525336|2023-03-20	2023-03-20	XBB.1.5	Recombinant	Other	0,5		Omicron (BA.2-like)	0,84	0	scorpio call: Alt alleles 54; Ref alleles 0; Amb alleles 8; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: XBB.1(1/4) XBB.1.22(1/4) XBB.1.5(2/4); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Ecuador|USFQ-4846|2023|EPI_ISL_17525351|2023-02-27	2023-02-27	XBB.1.5	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.5(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Cabo_Verde|SV5566|2022|EPI_ISL_17525386|2022-12-09	2022-12-09	BQ.1.1	Others	Other	0,5		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BQ.1.1(1/2) BQ.1.1.36(1/2)
hCoV-19|Cabo_Verde|SV0019|2023|EPI_ISL_17525389|2023-01-09	2023-01-09	XBB.1.5.7	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.5.7(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5.7
hCoV-19|Cabo_Verde|SV0021|2023|EPI_ISL_17525390|2023-01-09	2023-01-09	BQ.1.1	Others	Other	0		Omicron (Unassigned)	0,94	0,03	scorpio call: Alt alleles 31; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.06	Usher placements: BQ.1.1(2/2); scorpio found insufficient support to assign a specific lineage
hCoV-19|Cabo_Verde|SV0096|2023|EPI_ISL_17525391|2023-02-10	2023-02-10	BQ.1.1	Others	Other	0,5		Omicron (Unassigned)	0,94	0,03	scorpio call: Alt alleles 31; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.08	Usher placements: BQ.1.1(1/2) BQ.1.1.45(1/2); scorpio found insufficient support to assign a specific lineage
hCoV-19|Chile|AR-29530|2023|EPI_ISL_17526074|2023-04-02	2023-04-02	XBB.1.5.7	Recombinant	Other	0		Omicron (BA.2-like)	0,91	0,02	scorpio call: Alt alleles 58; Ref alleles 1; Amb alleles 1; Oth alleles 4	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.5.7(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5.7
hCoV-19|Chile|NB-30124|2023|EPI_ISL_17526097|2023-04-06	2023-04-06	BA.5.2	Omicron-BA.5	Other	0		Omicron (Unassigned)	0,91	0,03	scorpio call: Alt alleles 30; Ref alleles 1; Amb alleles 1; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BA.5.2(1/1); scorpio found insufficient support to assign a specific lineage
hCoV-19|Italy|UMB-LAOP-115252|2023|EPI_ISL_17526259|2023-04-05	2023-04-05	XBB.1.5	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.5(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Costa_Rica|INC-10738-788407|2023|EPI_ISL_17526315|2023-03-23	2023-03-23	XBB.1.5	Recombinant	Other	0		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.5(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Costa_Rica|INC-10755-788624|2023|EPI_ISL_17526332|2023-03-26	2023-03-26	XBB.1.5	Recombinant	Other	0,333333333		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.22(1/3) XBB.1.5(2/3); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Costa_Rica|INC-10776-789397|2023|EPI_ISL_17526353|2023-03-23	2023-03-23	XBB.1.5	Recombinant	Other	0,5		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.22(1/2) XBB.1.5(1/2); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Australia|WA12763|2023|EPI_ISL_17527448|2023-04-07	2023-04-07	XBB.1.5	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 1; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.5(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Laos|LOMWRU-1035|2022|EPI_ISL_17527623|2022-12-13	2022-12-13	BN.1.2	Others	Other	0		Omicron (BA.2-like)	0,97	0,02	scorpio call: Alt alleles 62; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: BN.1.2(1/1)
hCoV-19|Ecuador|GENSBIO-INSPI-102901|2023|EPI_ISL_17527944|2023-03-23	2023-03-23	XBB.1.5	Recombinant	Other	0,333333333		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: XBB.1.22(1/6) XBB.1.5(4/6) XBB.1.5.31(1/6); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Ecuador|GENSBIO-INSPI-103071|2023|EPI_ISL_17527952|2023-04-03	2023-04-03	XBB.1.5	Recombinant	Other	0,666666667		Omicron (Unassigned)	0,79	0	scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 7; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: XBB.1.22(1/3) XBB.1.5(1/3) XBB.1.5.1(1/3); scorpio found insufficient support to assign a specific lineage
hCoV-19|Ecuador|GENSBIO-INSPI-1820-1766|2023|EPI_ISL_17527956|2023-04-02	2023-04-02	XBB.1.5	Recombinant	Other	0,25		Omicron (Unassigned)	0,79	0	scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 7; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.07	Usher placements: XBB.1.22(1/4) XBB.1.5(3/4); scorpio found insufficient support to assign a specific lineage
hCoV-19|Finland|THL-04013|2023|EPI_ISL_17528586|2023-03-23	2023-03-23	XBF	Recombinant	Other	0		Omicron (BA.2-like)	0,97	0,02	scorpio call: Alt alleles 62; Ref alleles 1; Amb alleles 0; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBF(1/1); scorpio lineage BA.2 conflicts with inference lineage XBF
hCoV-19|South_Africa|CERI-KRISP-K054864|2023|EPI_ISL_17528803|2023-03-17	2023-03-17	XBB.1.5	Recombinant	Other	0,333333333		Omicron (Unassigned)	0,82	0	scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 1	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: XBB.1.22(1/3) XBB.1.5(2/3); scorpio found insufficient support to assign a specific lineage
hCoV-19|South_Africa|CERI-KRISP-K054867|2023|EPI_ISL_17528806|2023-03-16	2023-03-16	XBB.1.5.25	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,03	scorpio call: Alt alleles 60; Ref alleles 2; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.5.25(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5.25
hCoV-19|Cabo_Verde|SV5571|2022|EPI_ISL_17528938|2022-12-12	2022-12-12	BQ.1.1	Others	Other	0,5		Omicron (BA.5-like)	0,98	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: BQ.1.1(1/2) BQ.1.1.36(1/2)
hCoV-19|Cabo_Verde|SV5600|2022|EPI_ISL_17528940|2022-12-22	2022-12-22	BQ.1.1	Others	Other	0		Omicron (BA.5-like)	0,97	0,02	scorpio call: Alt alleles 59; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.05	Usher placements: BQ.1.1(1/1)
hCoV-19|Cabo_Verde|ST0024|2023|EPI_ISL_17528941|2023-01-31	2023-01-31	XBB.1.5	Recombinant	Other	0,333333333		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.03	Usher placements: XBB.1.22(1/3) XBB.1.5(2/3); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Cabo_Verde|ST0032|2023|EPI_ISL_17528942|2023-01-31	2023-01-31	XBB.1.5	Recombinant	Other	0,333333333		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.22(1/3) XBB.1.5(2/3); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
hCoV-19|Iceland|L-4073|2023|EPI_ISL_17529072|2023-04-17	2023-04-17	XBB.1.16	Recombinant	Other	0		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 3	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.16(1/1); scorpio lineage BA.2 conflicts with inference lineage XBB.1.16
hCoV-19|India|MH-ICMR-NIV-G-13880|2023|EPI_ISL_17530393|2023-04-03	2023-04-03	XBB.1.16	Recombinant	Other	0,5		Omicron (BA.2-like)	0,94	0,02	scorpio call: Alt alleles 60; Ref alleles 1; Amb alleles 0; Oth alleles 3	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.16(1/2) XBB.1.16.1(1/2); scorpio lineage BA.2 conflicts with inference lineage XBB.1.16
hCoV-19|South_Africa|NCV1769|2023|EPI_ISL_17532346|2023-02-01	2023-02-01	XBB.1.5	Recombinant	Other	0,5		Omicron (BA.2-like)	0,95	0,02	scorpio call: Alt alleles 61; Ref alleles 1; Amb alleles 0; Oth alleles 2	PUSHER-v1.19	4,2	0.3.17	v0.1.10	FALSE	pass	Ambiguous_content:0.02	Usher placements: XBB.1.22(1/2) XBB.1.5(1/2); scorpio lineage BA.2 conflicts with inference lineage XBB.1.5
